,busID,ProximaParada,Ruta,Orientacion,rangoHora,tiempoRecorrido
0,3433,242,2098,1.0,2.0,856.0
1,3433,242,2098,1.0,5.0,636.0
2,3984,156,2678,1.0,5.0,96.0
3,3984,156,2678,1.0,7.5,32.0
4,5517,248,2735,0.0,11.5,31.0
5,5517,248,2735,0.0,13.0,63.0
6,5517,248,2735,0.0,14.5,63.0
7,5517,248,2735,0.0,16.5,0.0
8,5517,248,2735,0.0,19.5,63.0
9,5517,248,2735,0.0,21.5,160.0
10,5517,248,2735,0.0,23.5,283.0
11,5517,248,2735,0.0,1.0,62.0
12,5517,248,2735,0.0,3.0,63.0
13,5517,248,2735,0.0,5.0,127.0
14,5517,248,2735,0.0,7.0,35.0
15,5517,248,2735,0.0,9.0,31.0
16,5517,248,2735,0.0,10.5,31.0
17,4790,85,382,1.0,2.0,94.0
18,4790,85,382,1.0,4.0,68.0
19,4790,85,382,1.0,9.0,93.0
20,6881,141,2319,1.0,18.0,32.0
21,6881,141,2319,1.0,19.0,0.0
22,5693,103,2004,1.0,20.0,61.0
23,5693,103,2004,1.0,0.0,31.0
24,5693,103,2004,1.0,4.0,30.0
25,5693,103,2004,1.0,10.0,0.0
26,4057,179,443,0.0,1.5,93.0
27,6437,166,2328,0.0,1.0,0.0
28,6437,166,2328,0.0,3.0,0.0
29,502,225,1585,1.0,17.0,0.0
30,502,225,1585,1.0,18.0,63.0
31,4538,29,1182,0.0,6.0,62.0
32,4538,29,1182,0.0,8.0,31.0
33,367,47,827,0.0,18.5,127.0
34,367,47,827,0.0,22.0,283.0
35,367,47,827,0.0,1.5,94.0
36,367,47,827,0.0,5.0,31.0
37,4772,81,239,0.0,16.0,31.0
38,4772,81,239,0.0,18.0,30.0
39,8856,283,3003,0.0,2.0,33.0
40,3913,119,2044,1.0,18.0,31.0
41,3913,119,2044,1.0,19.5,0.0
42,3913,119,2044,1.0,21.5,32.0
43,9509,37,1382,1.0,6.5,33.0
44,3825,107,2057,1.0,17.5,63.0
45,3825,107,2057,1.0,19.0,97.0
46,3825,107,2057,1.0,20.0,31.0
47,3825,107,2057,1.0,22.5,94.0
48,3825,107,2057,1.0,0.0,126.0
49,9527,151,2102,0.0,19.5,31.0
50,9527,151,2102,0.0,21.5,64.0
51,3735,263,2824,0.0,5.0,0.0
52,3735,263,2824,0.0,7.0,0.0
53,4472,148,2350,1.0,17.0,32.0
54,4331,75,202,0.0,17.5,0.0
55,4331,75,202,0.0,19.0,31.0
56,4331,75,202,0.0,0.0,32.0
57,4331,75,202,0.0,1.5,0.0
58,4331,75,202,0.0,4.5,0.0
59,4331,75,202,0.0,6.0,94.0
60,4331,75,202,0.0,7.0,95.0
61,4331,75,202,0.0,8.0,0.0
62,559,267,2851,1.0,23.5,63.0
63,559,267,2851,1.0,2.0,30.0
64,381,51,1114,0.0,4.0,33.0
65,381,51,1114,0.0,6.5,0.0
66,7066,170,660,1.0,16.5,31.0
67,7066,170,660,1.0,18.0,63.0
68,271,58,1937,1.0,11.0,847.0
69,3723,271,2909,0.0,11.5,0.0
70,3723,271,2909,0.0,3.5,126.0
71,3723,271,2909,0.0,5.5,126.0
72,5154,136,2267,0.0,7.0,32.0
73,4203,143,2346,1.0,9.5,32.0
74,7818,73,190,0.0,17.5,31.0
75,7818,73,190,0.0,21.0,31.0
76,6340,139,2222,0.0,6.5,200.0
77,563,281,2973,1.0,1.0,63.0
78,563,281,2973,1.0,4.0,222.0
79,2756,223,696,0.0,18.5,155.0
80,8059,149,2171,1.0,18.5,32.0
81,4514,9,1462,1.0,18.5,64.0
82,4514,9,1462,1.0,21.0,0.0
83,4514,9,1462,1.0,23.5,32.0
84,4514,9,1462,1.0,2.0,31.0
85,4514,9,1462,1.0,4.0,31.0
86,3206,300,2059,1.0,19.0,222.0
87,5830,95,2007,0.0,18.0,95.0
88,4146,248,2731,0.0,4.0,63.0
89,4146,248,2731,0.0,6.0,65.0
90,4146,248,2731,0.0,10.0,63.0
91,4835,5,1527,0.0,18.0,126.0
92,4835,5,1527,0.0,21.5,0.0
93,613,270,2900,1.0,3.0,156.0
94,613,270,2900,1.0,5.5,93.0
95,4723,90,76,1.0,17.0,31.0
96,4723,90,76,1.0,17.5,127.0
97,4723,90,76,1.0,19.5,95.0
98,4723,90,76,1.0,22.0,126.0
99,4723,90,76,1.0,22.0,96.0
100,4723,90,76,1.0,0.5,0.0
101,4723,90,76,1.0,3.0,187.0
102,4723,90,76,1.0,5.0,0.0
103,4723,90,76,1.0,5.5,127.0
104,4723,90,76,1.0,7.5,0.0
105,4723,90,76,1.0,7.5,64.0
106,4869,17,1052,1.0,23.0,96.0
107,4869,17,1052,1.0,1.5,94.0
108,4869,17,1052,1.0,3.0,63.0
109,2731,222,400,0.0,17.5,31.0
110,2731,222,400,0.0,20.0,63.0
111,3149,227,1571,1.0,18.0,61.0
112,4215,139,2662,0.0,20.0,222.0
113,4215,139,2662,0.0,8.5,63.0
114,525,264,2845,0.0,20.5,63.0
115,6055,88,1849,0.0,11.0,63.0
116,508,225,1430,1.0,19.0,62.0
117,3600,254,2760,1.0,0.5,93.0
118,3600,254,2760,1.0,2.5,444.0
119,3600,254,2760,1.0,4.5,311.0
120,395,16,1020,0.0,19.5,126.0
121,395,16,1020,0.0,21.5,64.0
122,5201,125,1761,0.0,19.0,31.0
123,6024,276,47,1.0,11.0,32.0
124,6024,276,47,1.0,18.0,63.0
125,6024,276,47,1.0,20.5,31.0
126,6024,276,47,1.0,5.0,32.0
127,6024,276,47,1.0,5.0,0.0
128,6024,276,47,1.0,7.0,63.0
129,3990,12,1007,0.0,9.5,32.0
130,8022,151,2106,0.0,23.5,33.0
131,8022,151,2106,0.0,1.5,34.0
132,8022,151,2106,0.0,3.5,33.0
133,442,43,1289,1.0,18.5,126.0
134,3626,258,3074,0.0,15.5,31.0
135,3626,258,3074,0.0,20.0,157.0
136,3626,258,3074,0.0,4.5,158.0
137,6642,117,1688,0.0,10.5,62.0
138,5172,30,3215,0.0,12.5,880.0
139,4566,28,1337,1.0,14.0,31.0
140,5572,63,1,0.0,22.5,218.0
141,5572,63,1,0.0,1.5,95.0
142,5572,63,1,0.0,4.5,189.0
143,5572,63,1,0.0,7.0,218.0
144,3803,127,1975,0.0,0.5,31.0
145,3829,99,1727,1.0,17.5,95.0
146,3829,99,1727,1.0,20.5,34.0
147,3829,99,1727,1.0,23.5,33.0
148,3829,99,1727,1.0,2.5,99.0
149,3575,285,3007,1.0,6.0,30.0
150,3575,285,3007,1.0,8.5,0.0
151,4847,140,2518,1.0,17.5,31.0
152,4847,140,2518,1.0,23.0,32.0
153,4847,140,2518,1.0,2.0,32.0
154,4847,140,2518,1.0,4.5,62.0
155,4847,140,2518,1.0,7.5,63.0
156,6277,183,515,1.0,19.5,95.0
157,6277,183,515,1.0,6.0,95.0
158,3099,233,1915,1.0,7.0,191.0
159,9637,156,2449,1.0,2.0,31.0
160,6578,7,3164,1.0,3.5,32.0
161,6567,44,821,1.0,1.5,63.0
162,9518,15,1262,0.0,7.0,94.0
163,9518,15,1262,0.0,8.0,64.0
164,3718,263,2820,0.0,1.5,31.0
165,3718,263,2820,0.0,4.5,32.0
166,3718,263,2820,0.0,7.0,32.0
167,5025,7,954,1.0,3.5,0.0
168,5025,7,954,1.0,4.5,32.0
169,6233,185,516,1.0,4.5,31.0
170,7575,16,1025,0.0,3.5,0.0
171,7575,16,1025,0.0,5.5,64.0
172,3346,230,2087,0.0,3.0,158.0
173,3346,230,2087,0.0,6.0,126.0
174,4848,2,1428,0.0,23.0,159.0
175,4848,2,1428,0.0,0.5,31.0
176,9350,166,2416,0.0,21.5,30.0
177,9350,166,2416,0.0,23.5,0.0
178,9350,166,2416,0.0,2.5,94.0
179,199,278,3110,1.0,18.5,223.0
180,199,278,3110,1.0,21.5,349.0
181,3604,250,3014,1.0,17.5,95.0
182,3604,250,3014,1.0,19.0,63.0
183,3604,250,3014,1.0,21.5,126.0
184,3604,250,3014,1.0,22.5,124.0
185,3604,250,3014,1.0,0.0,127.0
186,3604,250,3014,1.0,2.0,63.0
187,3604,250,3014,1.0,3.5,62.0
188,3604,250,3014,1.0,5.5,62.0
189,5733,79,345,0.0,2.5,94.0
190,5733,79,345,0.0,5.0,126.0
191,5733,79,345,0.0,8.5,0.0
192,5733,79,345,0.0,10.5,0.0
193,2824,203,2029,1.0,6.5,406.0
194,8002,151,2105,0.0,11.0,0.0
195,8002,151,2105,0.0,8.5,37.0
196,2253,220,3181,1.0,19.0,627.0
197,2253,220,3181,1.0,19.0,472.0
198,6173,175,565,1.0,17.0,0.0
199,6173,175,565,1.0,19.5,0.0
200,6173,175,565,1.0,22.0,31.0
201,6173,175,565,1.0,1.0,32.0
202,6730,115,1683,1.0,2.5,62.0
203,4105,159,2488,0.0,15.0,63.0
204,4105,159,2488,0.0,20.5,93.0
205,4105,159,2488,0.0,0.0,31.0
206,4592,27,1159,0.0,17.5,64.0
207,4592,27,1159,0.0,20.0,62.0
208,4592,27,1159,0.0,1.5,62.0
209,4592,27,1159,0.0,3.5,128.0
210,4536,160,1561,1.0,18.0,31.0
211,4536,160,1561,1.0,20.0,32.0
212,4536,160,1561,1.0,0.5,31.0
213,4536,160,1561,1.0,3.0,31.0
214,4536,160,1561,1.0,5.5,63.0
215,4882,34,803,1.0,14.0,62.0
216,4882,34,803,1.0,7.5,31.0
217,4882,34,803,1.0,10.0,0.0
218,3522,277,3135,0.0,4.0,93.0
219,3522,277,3135,0.0,6.5,159.0
220,8031,137,2137,1.0,5.0,0.0
221,8031,137,2137,1.0,6.5,62.0
222,8031,137,2137,1.0,8.0,0.0
223,253,23,1266,0.0,15.5,94.0
224,253,23,1266,0.0,17.0,126.0
225,253,23,1266,0.0,19.5,32.0
226,253,23,1266,0.0,22.0,158.0
227,4052,183,463,0.0,11.5,31.0
228,4052,183,463,0.0,1.0,0.0
229,3839,110,1657,1.0,7.0,63.0
230,3839,110,1657,1.0,10.0,0.0
231,3241,290,2793,0.0,5.0,31.0
232,5569,63,369,1.0,16.5,94.0
233,5569,63,369,1.0,18.5,31.0
234,5569,63,369,1.0,21.5,314.0
235,5569,63,369,1.0,0.0,158.0
236,5569,63,369,1.0,5.5,125.0
237,4856,39,1403,1.0,2.0,64.0
238,4856,39,1403,1.0,4.5,94.0
239,4856,39,1403,1.0,6.5,32.0
240,4856,39,1403,1.0,8.0,32.0
241,4856,39,1403,1.0,9.5,93.0
242,3607,263,2828,1.0,11.0,0.0
243,3607,263,2828,1.0,16.5,0.0
244,3607,263,2828,1.0,19.0,0.0
245,3370,241,2082,0.0,19.5,253.0
246,3370,241,2082,0.0,20.0,477.0
247,3370,241,2082,0.0,0.0,344.0
248,3753,248,3149,0.0,23.5,31.0
249,3753,248,3149,0.0,1.0,0.0
250,3753,248,3149,0.0,3.5,31.0
251,3825,107,1905,1.0,17.5,31.0
252,3825,107,1905,1.0,19.0,0.0
253,3825,107,1905,1.0,20.0,0.0
254,3825,107,1905,1.0,22.5,31.0
255,3825,107,1905,1.0,0.0,32.0
256,3777,262,2800,0.0,18.5,32.0
257,3777,262,2800,0.0,20.0,64.0
258,3777,262,2800,0.0,22.0,31.0
259,3777,262,2800,0.0,23.5,63.0
260,3777,262,2800,0.0,1.5,64.0
261,3777,262,2800,0.0,3.0,94.0
262,3777,262,2800,0.0,4.5,94.0
263,3777,262,2800,0.0,6.5,62.0
264,9617,0,703,0.0,17.0,0.0
265,9617,0,703,0.0,19.0,63.0
266,9617,0,703,0.0,21.0,32.0
267,9617,0,703,0.0,23.5,31.0
268,9617,0,703,0.0,7.5,32.0
269,9638,166,2569,1.0,20.5,63.0
270,7071,182,473,1.0,19.0,94.0
271,7071,182,473,1.0,22.0,94.0
272,3246,290,2788,0.0,4.5,186.0
273,6268,170,420,0.0,16.5,31.0
274,6268,170,420,0.0,19.5,57.0
275,6088,88,63,1.0,16.0,32.0
276,6088,88,63,1.0,18.0,95.0
277,6088,88,63,1.0,20.0,31.0
278,6088,88,63,1.0,22.5,32.0
279,6088,88,63,1.0,0.0,94.0
280,6088,88,63,1.0,2.5,157.0
281,6088,88,63,1.0,5.0,156.0
282,6088,88,63,1.0,7.0,32.0
283,4546,19,1063,0.0,23.0,62.0
284,4546,19,1063,0.0,4.5,0.0
285,4546,19,1063,0.0,7.0,23.0
286,458,42,1296,0.0,18.5,31.0
287,458,42,1296,0.0,20.5,94.0
288,458,42,1296,0.0,23.0,31.0
289,5639,103,1770,0.0,13.0,32.0
290,5639,103,1770,0.0,17.5,33.0
291,5639,103,1770,0.0,21.0,0.0
292,5639,103,1770,0.0,1.5,31.0
293,5639,103,1770,0.0,5.0,32.0
294,4906,136,2453,1.0,1.5,96.0
295,9407,17,1048,0.0,19.0,0.0
296,9407,17,1048,0.0,20.5,64.0
297,9407,17,1048,0.0,2.0,126.0
298,555,270,2901,0.0,18.5,31.0
299,555,270,2901,0.0,20.5,62.0
300,8943,263,2831,1.0,5.0,63.0
301,306,76,214,1.0,2.5,125.0
302,306,76,214,1.0,4.0,248.0
303,434,36,1328,0.0,4.0,63.0
304,434,36,1328,0.0,6.0,63.0
305,434,36,1328,0.0,9.5,0.0
306,260,47,832,0.0,0.5,64.0
307,260,47,832,0.0,4.0,62.0
308,260,47,832,0.0,7.0,126.0
309,260,47,832,0.0,8.0,32.0
310,2856,200,447,1.0,6.5,64.0
311,9265,165,2202,1.0,22.5,0.0
312,9265,165,2202,1.0,0.5,32.0
313,3896,100,1807,0.0,3.0,191.0
314,3896,100,1807,0.0,4.5,64.0
315,3896,100,1807,0.0,5.5,32.0
316,4853,5,877,1.0,16.5,0.0
317,4853,5,877,1.0,19.5,33.0
318,4563,37,1499,0.0,3.5,221.0
319,4563,37,1499,0.0,6.0,0.0
320,4767,65,74,0.0,0.5,219.0
321,4767,65,74,0.0,5.0,93.0
322,4767,65,74,0.0,7.5,63.0
323,6568,156,2598,1.0,3.5,95.0
324,6568,156,2598,1.0,6.5,32.0
325,6568,156,2598,1.0,9.0,0.0
326,3585,283,2618,1.0,20.5,62.0
327,3585,283,2618,1.0,20.5,0.0
328,6038,53,59,0.0,18.0,31.0
329,6038,53,59,0.0,20.0,0.0
330,6832,158,2468,0.0,22.5,32.0
331,6832,158,2468,0.0,3.5,65.0
332,6832,158,2468,0.0,6.0,190.0
333,9479,29,1400,0.0,16.5,64.0
334,9486,3,861,0.0,3.5,22.0
335,295,72,188,1.0,19.0,64.0
336,4236,27,1165,1.0,7.0,63.0
337,3137,299,2419,1.0,19.0,31.0
338,8089,149,2170,1.0,18.5,95.0
339,8089,149,2170,1.0,19.5,186.0
340,8089,149,2170,1.0,21.0,92.0
341,8089,149,2170,1.0,22.5,124.0
342,8089,149,2170,1.0,23.5,31.0
343,7635,73,193,0.0,18.5,63.0
344,7635,73,193,0.0,22.0,96.0
345,7635,73,193,0.0,0.0,0.0
346,3749,273,3155,0.0,6.5,63.0
347,3749,273,3155,0.0,9.0,63.0
348,9205,162,2427,1.0,18.5,0.0
349,9205,162,2427,1.0,20.5,0.0
350,7072,174,619,1.0,2.5,62.0
351,7072,174,619,1.0,4.5,0.0
352,7072,174,619,1.0,7.0,0.0
353,7072,174,619,1.0,10.5,0.0
354,6441,153,2404,1.0,3.0,32.0
355,6441,153,2404,1.0,5.0,0.0
356,4401,53,355,0.0,17.0,33.0
357,4401,53,355,0.0,19.5,63.0
358,4401,53,355,0.0,21.5,32.0
359,4401,53,355,0.0,23.5,64.0
360,4401,53,355,0.0,2.0,63.0
361,4401,53,355,0.0,4.0,32.0
362,4401,53,355,0.0,6.5,126.0
363,4401,53,355,0.0,8.5,0.0
364,3995,12,1061,0.0,16.5,0.0
365,3995,12,1061,0.0,18.5,63.0
366,3995,12,1061,0.0,21.0,0.0
367,3995,12,1061,0.0,23.0,32.0
368,3995,12,1061,0.0,1.5,32.0
369,3995,12,1061,0.0,3.5,94.0
370,3995,12,1061,0.0,6.0,32.0
371,7004,184,667,0.0,8.0,0.0
372,7004,184,667,0.0,9.5,0.0
373,586,225,1577,0.0,5.5,63.0
374,586,225,1577,0.0,6.5,125.0
375,6615,158,2470,0.0,22.0,0.0
376,6615,158,2470,0.0,0.5,0.0
377,6615,158,2470,0.0,3.0,62.0
378,562,264,2853,0.0,21.0,124.0
379,562,264,2853,0.0,0.0,63.0
380,562,264,2853,0.0,2.5,33.0
381,562,264,2853,0.0,7.0,0.0
382,6598,49,3209,1.0,23.0,191.0
383,6598,49,3209,1.0,0.5,220.0
384,6598,49,3209,1.0,2.0,795.0
385,6598,49,3209,1.0,4.0,856.0
386,6598,49,3209,1.0,6.5,597.0
387,6598,49,3209,1.0,8.0,535.0
388,4349,53,56,0.0,20.0,0.0
389,4349,53,56,0.0,22.0,0.0
390,4349,53,56,0.0,0.5,0.0
391,4349,53,56,0.0,2.5,64.0
392,6406,117,1713,0.0,7.5,64.0
393,6406,117,1713,0.0,10.5,31.0
394,8796,271,2913,1.0,20.5,0.0
395,8796,271,2913,1.0,22.5,33.0
396,3606,260,3141,0.0,23.5,32.0
397,3606,260,3141,0.0,1.5,32.0
398,3606,260,3141,0.0,4.0,31.0
399,3606,260,3141,0.0,5.5,62.0
400,3606,260,3141,0.0,7.0,0.0
401,3291,296,2481,1.0,17.5,64.0
402,6552,19,1062,0.0,8.0,62.0
403,6552,19,1062,0.0,10.0,62.0
404,9401,34,801,1.0,17.0,31.0
405,4896,0,719,1.0,6.0,128.0
406,4896,0,719,1.0,8.0,63.0
407,6851,138,2369,1.0,2.5,63.0
408,6851,138,2369,1.0,6.0,62.0
409,4868,34,787,0.0,18.0,33.0
410,4868,34,787,0.0,6.0,221.0
411,4868,34,787,0.0,8.5,32.0
412,4101,159,2502,1.0,17.5,32.0
413,4101,159,2502,1.0,9.5,63.0
414,404,51,852,0.0,18.5,124.0
415,404,51,852,0.0,21.0,95.0
416,404,51,852,0.0,23.5,94.0
417,4390,70,28,0.0,16.5,31.0
418,4390,70,28,0.0,18.0,31.0
419,4390,70,28,0.0,19.5,63.0
420,4390,70,28,0.0,21.0,0.0
421,4390,70,28,0.0,22.5,0.0
422,4390,70,28,0.0,0.0,63.0
423,4390,70,28,0.0,4.0,63.0
424,4148,269,2890,0.0,11.5,32.0
425,4148,269,2890,0.0,12.5,31.0
426,6864,139,2377,0.0,8.5,34.0
427,6579,26,1101,1.0,16.0,31.0
428,6579,26,1101,1.0,17.5,190.0
429,6579,26,1101,1.0,19.0,407.0
430,6579,26,1101,1.0,21.0,126.0
431,6579,26,1101,1.0,23.0,631.0
432,6579,26,1101,1.0,8.0,95.0
433,6579,26,1101,1.0,9.5,95.0
434,9444,33,1547,1.0,17.5,97.0
435,9444,33,1547,1.0,20.0,31.0
436,9444,33,1547,1.0,7.0,0.0
437,4055,179,461,1.0,4.0,119.0
438,4578,24,1138,1.0,17.5,64.0
439,4578,24,1138,1.0,20.5,93.0
440,4522,31,1210,1.0,13.5,96.0
441,6623,5,3154,0.0,17.0,284.0
442,6623,5,3154,0.0,21.5,252.0
443,8031,137,2127,1.0,5.0,63.0
444,8031,137,2127,1.0,6.5,93.0
445,8031,137,2127,1.0,8.0,0.0
446,5200,97,1891,1.0,6.5,63.0
447,5200,97,1891,1.0,8.5,64.0
448,4435,183,575,1.0,19.0,124.0
449,4435,183,575,1.0,4.0,63.0
450,4435,183,575,1.0,7.5,0.0
451,8852,35,1243,0.0,19.5,31.0
452,8852,35,1243,0.0,23.5,0.0
453,2480,210,2023,0.0,22.0,63.0
454,2480,210,2023,0.0,0.5,0.0
455,4513,185,628,0.0,22.0,32.0
456,8073,144,2152,1.0,7.5,31.0
457,8073,144,2152,1.0,9.5,94.0
458,5585,90,72,0.0,17.0,94.0
459,5585,90,72,0.0,19.0,94.0
460,5585,90,72,0.0,22.5,93.0
461,5585,90,72,0.0,1.0,156.0
462,5585,90,72,0.0,3.5,31.0
463,5585,90,72,0.0,5.5,31.0
464,5585,90,72,0.0,8.0,62.0
465,5585,90,72,0.0,10.0,63.0
466,9506,156,2621,1.0,18.5,32.0
467,9506,156,2621,1.0,23.0,63.0
468,9500,9,1387,1.0,19.5,0.0
469,9500,9,1387,1.0,21.5,64.0
470,9500,9,1387,1.0,0.0,0.0
471,9500,9,1387,1.0,7.0,31.0
472,9565,166,2113,0.0,3.5,62.0
473,9565,166,2113,0.0,5.5,31.0
474,5873,95,1722,0.0,23.0,33.0
475,5873,95,1722,0.0,7.0,0.0
476,633,270,2906,1.0,8.0,64.0
477,3317,230,2093,1.0,22.5,244.0
478,5047,27,1409,0.0,18.0,0.0
479,5047,27,1409,0.0,20.0,64.0
480,7659,73,194,1.0,17.0,31.0
481,7659,73,194,1.0,19.0,63.0
482,7659,73,194,1.0,21.0,31.0
483,7659,73,194,1.0,0.5,63.0
484,6587,49,1342,0.0,18.0,63.0
485,564,264,2857,0.0,21.0,0.0
486,564,264,2857,0.0,23.5,63.0
487,6167,174,416,0.0,18.5,32.0
488,6418,115,1665,0.0,0.0,127.0
489,6418,115,1665,0.0,4.0,219.0
490,5050,30,1188,0.0,19.5,63.0
491,5187,24,1487,0.0,18.5,64.0
492,5187,24,1487,0.0,21.5,62.0
493,5187,24,1487,0.0,0.5,96.0
494,7079,172,400,0.0,20.5,31.0
495,5796,63,384,0.0,19.0,158.0
496,5796,63,384,0.0,22.0,126.0
497,5796,63,384,0.0,1.0,189.0
498,5796,63,384,0.0,3.5,125.0
499,4537,160,2635,1.0,13.5,127.0
500,4828,5,3254,0.0,23.5,158.0
501,4828,5,3254,0.0,3.0,0.0
502,4828,5,3254,0.0,9.0,32.0
503,9504,156,2446,1.0,11.5,442.0
504,4171,139,2241,1.0,17.5,31.0
505,4171,139,2241,1.0,23.5,63.0
506,4171,139,2241,1.0,2.5,32.0
507,6518,12,1009,1.0,18.0,62.0
508,6518,12,1009,1.0,20.0,65.0
509,6518,12,1009,1.0,22.5,32.0
510,6518,12,1009,1.0,0.5,32.0
511,6518,12,1009,1.0,5.0,32.0
512,6518,12,1009,1.0,7.5,64.0
513,4537,28,1332,0.0,18.0,32.0
514,4575,8,725,1.0,5.0,30.0
515,4575,8,725,1.0,6.0,0.0
516,4575,8,725,1.0,8.5,0.0
517,4575,8,725,1.0,9.0,31.0
518,4575,8,725,1.0,10.0,63.0
519,4575,8,725,1.0,10.5,63.0
520,9683,21,1434,0.0,23.5,0.0
521,9683,21,1434,0.0,2.0,64.0
522,9683,21,1434,0.0,4.5,95.0
523,9683,21,1434,0.0,4.5,0.0
524,9670,159,2484,0.0,17.5,32.0
525,668,47,1316,0.0,13.0,32.0
526,668,47,1316,0.0,15.0,31.0
527,6892,138,2659,1.0,0.0,31.0
528,6892,138,2659,1.0,6.5,31.0
529,7644,76,213,1.0,8.5,31.0
530,6591,48,1204,0.0,3.0,0.0
531,6591,48,1204,0.0,6.5,0.0
532,6591,48,1204,0.0,9.5,31.0
533,653,264,2859,0.0,14.0,31.0
534,653,264,2859,0.0,16.5,32.0
535,653,264,2859,0.0,19.0,0.0
536,653,264,2859,0.0,21.0,0.0
537,653,264,2859,0.0,23.0,63.0
538,653,264,2859,0.0,1.5,33.0
539,653,264,2859,0.0,4.5,0.0
540,653,264,2859,0.0,7.0,31.0
541,4422,59,104,1.0,16.0,189.0
542,4422,59,104,1.0,18.0,126.0
543,4422,59,104,1.0,19.5,126.0
544,6387,115,1674,0.0,1.0,32.0
545,6387,115,1674,0.0,5.5,0.0
546,6387,115,1674,0.0,9.0,0.0
547,4971,5,893,0.0,17.5,32.0
548,4971,5,893,0.0,23.5,31.0
549,4971,5,893,0.0,3.5,63.0
550,4971,5,893,0.0,6.5,127.0
551,4255,186,505,0.0,20.0,63.0
552,4255,186,505,0.0,22.5,62.0
553,4255,186,505,0.0,1.0,0.0
554,4255,186,505,0.0,3.5,102.0
555,4255,186,505,0.0,6.0,31.0
556,4255,186,505,0.0,9.5,31.0
557,4464,142,2155,0.0,16.0,32.0
558,4871,39,714,1.0,19.0,32.0
559,4871,39,714,1.0,21.0,63.0
560,4871,39,714,1.0,23.0,124.0
561,4871,39,714,1.0,1.5,31.0
562,4871,39,714,1.0,3.5,31.0
563,3503,261,2763,1.0,22.5,30.0
564,6642,117,1707,1.0,20.5,252.0
565,6642,117,1707,1.0,1.0,254.0
566,6642,117,1707,1.0,6.0,316.0
567,6642,117,1707,1.0,9.5,0.0
568,7048,172,676,0.0,3.5,68.0
569,7036,172,685,0.0,18.5,31.0
570,6007,88,1700,0.0,17.5,64.0
571,6007,88,1700,0.0,19.0,63.0
572,3760,244,2694,1.0,19.0,158.0
573,3760,244,2694,1.0,21.0,161.0
574,3760,244,2694,1.0,22.5,0.0
575,3760,244,2694,1.0,22.5,95.0
576,3760,244,2694,1.0,0.0,61.0
577,422,38,1280,1.0,6.5,31.0
578,3035,293,2068,0.0,21.5,126.0
579,3877,117,3238,0.0,12.0,126.0
580,3272,241,275,0.0,6.5,162.0
581,2239,229,1364,0.0,3.5,631.0
582,468,16,1025,0.0,3.0,0.0
583,468,16,1025,0.0,5.5,31.0
584,7703,68,43,0.0,18.0,93.0
585,7703,68,43,0.0,19.0,31.0
586,7703,68,43,0.0,20.0,93.0
587,7703,68,43,0.0,21.5,98.0
588,7703,68,43,0.0,22.5,0.0
589,7703,68,43,0.0,0.0,94.0
590,7703,68,43,0.0,1.0,94.0
591,7703,68,43,0.0,2.0,62.0
592,7703,68,43,0.0,3.5,32.0
593,7703,68,43,0.0,4.5,93.0
594,7703,68,43,0.0,6.0,63.0
595,566,264,2860,1.0,18.0,31.0
596,566,264,2860,1.0,21.0,0.0
597,8907,117,1699,0.0,0.5,63.0
598,8907,117,1699,0.0,6.0,32.0
599,6185,93,1848,0.0,21.5,63.0
600,6185,93,1848,0.0,0.5,0.0
601,6185,93,1848,0.0,4.5,0.0
602,4061,69,140,0.0,18.0,95.0
603,4061,69,140,0.0,21.0,0.0
604,4061,69,140,0.0,23.5,31.0
605,4061,69,140,0.0,2.0,0.0
606,4061,69,140,0.0,7.0,0.0
607,4061,69,140,0.0,9.5,31.0
608,6164,175,650,0.0,21.0,840.0
609,6164,175,650,0.0,23.0,858.0
610,3877,115,1618,1.0,18.5,31.0
611,6118,75,201,0.0,18.0,94.0
612,6452,163,2157,1.0,8.0,32.0
613,2110,205,3260,0.0,18.0,1894.0
614,2401,196,509,0.0,0.5,31.0
615,2401,196,509,0.0,5.0,95.0
616,2401,196,509,0.0,10.0,31.0
617,5114,17,1055,1.0,18.0,62.0
618,5114,17,1055,1.0,20.0,95.0
619,6402,115,1892,1.0,18.5,63.0
620,4434,185,513,1.0,17.5,36.0
621,4434,185,513,1.0,0.0,33.0
622,6453,153,2398,1.0,3.5,32.0
623,288,89,310,1.0,3.0,31.0
624,3601,280,2977,0.0,3.0,33.0
625,3601,280,2977,0.0,5.5,63.0
626,3601,280,2977,0.0,6.0,31.0
627,3601,280,2977,0.0,8.5,0.0
628,6131,154,2546,0.0,3.0,30.0
629,6131,154,2546,0.0,5.0,0.0
630,6131,154,2546,0.0,6.0,31.0
631,6297,35,1254,1.0,2.5,32.0
632,6297,35,1254,1.0,5.5,31.0
633,4812,5,878,1.0,2.0,0.0
634,4812,5,878,1.0,5.0,31.0
635,9507,28,1082,0.0,0.0,97.0
636,9507,28,1082,0.0,2.5,0.0
637,6426,115,1686,1.0,19.0,191.0
638,6426,115,1686,1.0,23.0,92.0
639,6426,115,1686,1.0,3.0,191.0
640,6426,115,1686,1.0,7.0,63.0
641,2256,221,2124,1.0,19.0,62.0
642,558,267,2841,0.0,22.0,32.0
643,558,267,2841,0.0,0.5,31.0
644,7720,64,253,1.0,1.0,64.0
645,7720,64,253,1.0,6.0,31.0
646,7720,64,253,1.0,8.0,0.0
