,busID,ProximaParada,Ruta,Orientacion,rangoHora,tiempoRecorrido
8826,7643,54,91,1.0,20.5,159.0
8827,7643,54,91,1.0,23.0,63.0
8828,7643,54,91,1.0,1.0,95.0
8829,7643,54,91,1.0,3.5,285.0
8830,401,1,1366,1.0,21.0,0.0
8831,401,1,1366,1.0,23.5,63.0
8832,401,1,1366,1.0,1.5,95.0
8833,401,1,1366,1.0,4.0,64.0
8834,401,1,1366,1.0,6.5,31.0
8835,4871,34,783,0.0,5.0,157.0
8836,4871,34,783,0.0,8.0,158.0
8837,4950,30,830,0.0,19.0,94.0
8838,4950,30,830,0.0,21.5,95.0
8839,4950,30,830,0.0,0.0,188.0
8840,4950,30,830,0.0,3.5,220.0
8841,3925,127,1814,0.0,19.5,61.0
8842,3925,127,1814,0.0,21.5,33.0
8843,3351,235,249,1.0,17.5,94.0
8844,3351,235,249,1.0,19.5,125.0
8845,1002,95,2007,0.0,17.5,156.0
8846,5713,63,26,1.0,4.5,32.0
8847,5713,63,26,1.0,7.5,63.0
8848,8948,271,2908,0.0,18.5,0.0
8849,8948,271,2908,0.0,3.0,0.0
8850,3195,299,2221,0.0,6.0,32.0
